Country Name,Country Code,Indicator Name,Indicator Code,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Guinea,GIN,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,85.4469986,85.31299973,85.21800041,85.07100105,84.95999908,84.86099815,84.68799973,84.61300087,84.50899887,84.36199951,84.28100014,84.10799789,83.9470005,83.92000008,83.74300003,83.56100082,83.37999916,83.25200081,83.10700035,82.9980011,82.66399956,82.30599976,82.08500099,81.95699883
Guinea,GIN,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,96.55599976,96.51499939,96.48699951,96.44100189,96.40800095,96.37800217,96.32400131,96.30099869,96.26999664,96.22499847,96.20000076,96.15100098,96.09999847,96.09200287,96.03899765,95.98300171,95.9280014,95.88999939,95.84600067,95.81599808,95.70600128,95.59000015,95.51799774,95.47499847
Guinea,GIN,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,62.21900177,62.26800156,62.23699951,62.0890007,61.90299988,61.97200012,61.83300018,61.71500015,61.5320015,61.24000168,61.22800064,61.02299881,60.77000046,60.43299866,60.06700134,59.75299835,59.42399979,59.08800125,58.79000092,58.48300171,57.97000122,57.31600189,56.89300156,56.91699982
Guinea,GIN,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,60.65000153,60.59199905,60.55899811,60.49000168,60.48300171,60.41999817,60.33200073,60.28699875,60.25600052,60.26499939,60.34700012,60.39599991,60.43199921,60.33100128,60.27000046,60.3030014,60.31299973,60.34700012,60.4109993,60.45000076,60.43000031,60.5340004,60.5909996,60.61999893
Guinea,GIN,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,88.23300171,88.11299896,88.01300049,87.90200043,87.80599976,87.70600128,87.56500244,87.49500275,87.39800262,87.27999878,87.21600342,87.03399658,86.90000153,86.8730011,86.72100067,86.55500031,86.38200378,86.24500275,86.11499786,85.98699951,85.72499847,85.39700317,85.1780014,85.06400299
Guinea,GIN,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,97.54699707,97.51999664,97.4960022,97.47100067,97.44799805,97.42500305,97.39299774,97.37599945,97.35399628,97.32700348,97.31199646,97.26999664,97.23899841,97.23100281,97.19799805,97.15899658,97.11799622,97.08599854,97.05500031,97.02500153,96.96399689,96.88600159,96.83100128,96.8030014
Guinea,GIN,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,2.785000086,2.801000118,2.795000076,2.829999924,2.845999956,2.845999956,2.877000093,2.881999969,2.888999939,2.917999983,2.936000109,2.926000118,2.953000069,2.953000069,2.976999998,2.993999958,3.002000093,2.993000031,3.007999897,2.99000001,3.061000109,3.089999914,3.094000101,3.107000113
Guinea,GIN,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,0.990999997,1.004999995,1.008999944,1.029000044,1.041000009,1.047000051,1.069000006,1.075000048,1.083999991,1.101999998,1.111999989,1.120000005,1.139000058,1.139000058,1.157999992,1.175999999,1.190000057,1.195000052,1.208999991,1.208999991,1.258000016,1.296000004,1.312999964,1.327999949
Guinea,GIN,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,38.47999954,38.87200165,39.08499908,39.14400101,39.07799911,39.55400085,39.82600021,39.93399811,39.99399948,39.94800186,39.89599991,39.78099823,39.4980011,38.97100067,38.59199905,38.22200012,37.7879982,37.25999832,36.75099945,36.23600006,35.54499817,34.74599838,33.98300171,33.79000092
Guinea,GIN,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,49.07699966,49.31499863,49.44599915,49.46300125,49.42900085,49.72000122,49.87900162,49.90499878,49.93399811,49.93799973,49.95000076,49.94599915,49.7859993,49.35100174,49.09700012,48.89899826,48.61700058,48.27899933,47.97600174,47.6570015,47.23600006,46.8409996,46.35100174,46.21099854
Guinea,GIN,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,67.6210022,67.38600159,67.20400238,66.99299622,66.73899841,66.51899719,66.04799652,65.70999908,65.39499664,65.16000366,65.07700348,64.66400146,64.33499908,64.3789978,64.17500305,63.73300171,63.35100174,63.0719986,62.77500153,62.56900024,61.80400085,60.83599854,60.27799988,59.94400024
Guinea,GIN,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,76.38500214,76.08100128,75.73799896,75.43099976,75.08300018,74.58599854,74.20600128,73.59300232,73.2480011,72.81999969,72.4280014,71.64900208,71.15499878,70.83100128,70.22000122,69.56099701,68.83599854,68.14800262,67.53600311,66.78900146,65.94000244,64.84799957,63.90000153,63.22000122
Guinea,GIN,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,78.85,,,,,,,,,
Guinea,GIN,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,72.32,,,,,,,,,
"Gambia, The",GMB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,7.212999821,7.184000015,7.132999897,7.209000111,7.177000046,7.105000019,7.217000008,7.072000027,7.052000046,7.010000229,6.767000198,6.65199995,6.619999886,6.882999897,6.93900013,6.982999802,6.818999767,6.934999943,6.882999897,6.762000084,6.784999847,6.579999924,6.505000114,6.556000233
"Gambia, The",GMB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,12.70199966,12.66699982,12.68799973,12.70100021,12.64500046,12.70400047,12.68799973,12.875,12.71199989,12.53499985,12.41600037,12.18099976,12.07800007,12.52099991,12.62300014,12.55500031,12.78800011,12.6789999,12.56299973,12.58399963,12.40699959,12.40600014,12.23999977,12.23700047
"Gambia, The",GMB,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,9.718000412,9.68900013,9.56000042,9.651000023,9.61400032,9.524000168,9.765000343,9.489999771,9.442000389,9.456999779,9.123999596,8.932999611,8.861000061,9.222000122,9.303999901,9.465000153,9.19699955,9.340000153,9.333000183,9.133000374,9.204999924,8.925000191,8.807999611,8.890000343
"Gambia, The",GMB,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,17.36800003,17.34700012,17.19000053,17.2329998,17.18199921,17.2329998,17.53300095,17.43600082,17.22699928,17.23999977,16.97100067,16.58300018,16.39800072,17.06299973,17.23999977,17.50900078,17.50699997,17.43700027,17.46199989,17.28300095,17.23800087,17.07799911,16.8029995,16.81399918
"Gambia, The",GMB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,39.89530973,40.16266543,40.44959305,40.74000066,41.02453872,41.28873115,41.54761083,41.79758348,42.03868665,42.27255326,42.4743431,42.67067749,42.85972702,43.04141746,43.21560113,43.37387144,43.52858226,43.62927956,43.70152577,43.81316828,43.82492689,43.87950033,43.96448415,44.01647371
"Gambia, The",GMB,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,21.42000008,,,,,,10.93000031,
"Gambia, The",GMB,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,,,,,,,,,,,,,,,,,38.36000061,,,,,,29.26000023,
"Gambia, The",GMB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,70.72399902,70.53500366,70.33300018,70.10600281,69.84899902,69.61000061,69.35199738,69.09600067,68.86100006,68.65399933,68.46800232,68.29100037,68.13800049,68.02899933,67.97200012,67.95400238,67.97299957,67.84999847,67.88999939,67.76799774,67.91500092,67.92900085,67.85299683,67.98899841
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,46.32899857,46.55099869,46.77399826,46.99399948,47.20999908,47.43799973,47.6609993,47.88700104,48.12200165,48.36999893,48.61899948,48.86399841,49.11100006,49.37200165,49.65499878,49.95199966,50.26200104,50.35499954,50.50699997,50.62200165,50.7519989,50.86700058,50.97700119,51.17900085
"Gambia, The",GMB,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,33.24902,,,,,,,,26.2,,,,,,,57.15922108,,,,
"Gambia, The",GMB,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,49.46305,,,,,,,,24.9,,,,,,,55.95294118,,,,
"Gambia, The",GMB,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,66.75098,,,,,,,,73.8,,,,,,,42.84077892,,,,
"Gambia, The",GMB,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,50.53695,,,,,,,,75.1,,,,,,,44.04705882,,,,
"Gambia, The",GMB,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,25.36261,,,,,33.9,,,37.6,,,,,,,26.19,,,,
"Gambia, The",GMB,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,25.27115,,,,,52.3,,,34.3,,,,,,,21.24,,,,
"Gambia, The",GMB,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,45.27799988,45.71500015,46.00099945,46.13299942,46.43500137,46.70999908,47.17900085,47.36299896,47.54700089,47.9980011,48.58300018,49.02099991,49.1269989,49.39099884,49.56499863,50.24700165,50.53300095,50.8769989,51.27700043,51.35900116,51.77299881,52.26699829,52.56299973,52.8219986
"Gambia, The",GMB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,45.68299866,46.36399841,46.90599823,47.77600098,48.63600159,49.59999847,49.75999832,50.84500122,51.95299911,52.36399841,52.8730011,53.66699982,54.7159996,55.7840004,56.84799957,56.82500076,57.74100113,58.61899948,58.9129982,59.82899857,60.38100052,61.25,62.24000168,63.11600113
"Gambia, The",GMB,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,2.77,,,,
"Gambia, The",GMB,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,2.63,,,,
"Gambia, The",GMB,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,4.48,,,,
"Gambia, The",GMB,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,0.08,,,,
"Gambia, The",GMB,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,25.19000053,24.87899971,24.90299988,25.10199928,25.2140007,25.38999939,24.6439991,24.90099907,25.1970005,24.57099915,24.28899956,24.19599915,24.375,24.56800079,24.80900002,24.04899979,24.22800064,24.3029995,23.95999908,24.35899925,23.90500069,23.8409996,24.10400009,24.31599998
"Gambia, The",GMB,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,5.372000217,5.331999779,5.269000053,5.290999889,5.261000156,5.238999844,5.024000168,5.026000023,5.039999962,4.892000198,4.730000019,4.646999836,4.649000168,4.627999783,4.631000042,4.396999836,4.374000072,4.323999882,4.197000027,4.203000069,4.092999935,4.013000011,4.006000042,3.994999886
"Gambia, The",GMB,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,14.26799965,14.1079998,13.85999966,13.68799973,13.52400017,13.35299969,13.26900005,12.9989996,12.86299992,12.82699966,12.65799999,12.47599983,12.30599976,12.17099953,12.04500008,12.0539999,11.76900005,11.6590004,11.56400013,11.37199974,11.25599957,11.09599972,10.94699955,10.81700039
"Gambia, The",GMB,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,16.73200035,16.49699974,16.38500023,16.17499924,15.95300007,15.75599957,15.42700005,15.41800022,15.25500011,14.96000004,14.84000015,14.74400043,14.63599968,14.47799969,14.29500008,13.94900036,13.99300003,13.79399967,13.5880003,13.50599957,13.32699966,13.21199989,13.06999969,12.90200043
"Gambia, The",GMB,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,29.8390007,30.07900047,30.28499985,30.56599998,30.82299995,31.0739994,31.09799957,31.36599922,31.64999962,31.72400093,31.84399986,32.04499817,32.29700089,32.54999924,32.81299973,32.78699875,33.01399994,33.23799896,33.29499817,33.53499985,33.63600159,33.8370018,34.11399841,34.37799835
"Gambia, The",GMB,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,13.03499985,13.17800045,13.28299999,13.45199966,13.6079998,13.75899982,13.77499962,13.91600037,14.09200001,14.14500046,14.20499992,14.31599998,14.46500015,14.62300014,14.79100037,14.78299999,14.89700031,15.04100037,15.0710001,15.21199989,15.26799965,15.38599968,15.56000042,15.72900009
"Gambia, The",GMB,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,68.50699806,68.28999901,68.07400036,67.79600143,67.54300117,67.29400158,67.26700115,66.99399853,66.71500111,66.64500046,66.51700115,66.31300163,66.06399918,65.81799889,65.56099892,65.58299923,65.34200191,65.1210022,65.05199909,64.80000114,64.70199871,64.50599957,64.22799778,63.96599865
"Gambia, The",GMB,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,85.82600212,85.69399834,85.57300377,85.39799881,85.23699665,85.07999706,85.07199669,84.91099644,84.72899914,84.68599796,84.61700058,84.49499989,84.33800316,84.17599773,84.00300026,84.02399731,83.88199997,83.73600101,83.70099926,83.5369978,83.48399734,83.36100197,83.1760025,83
"Gambia, The",GMB,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,65.6230011,65.46800232,65.31600189,65.05200195,64.83499908,64.66500092,64.34700012,64.20999908,64.0059967,63.84199905,63.83499908,63.74900055,63.62799835,63.34700012,63.25500107,63.20899963,63.33800125,63.14500046,63.21699905,63.18600082,63.30699921,63.45999908,63.43899918,63.53099823
"Gambia, The",GMB,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,40.44400024,40.65399933,40.8390007,41.02500153,41.24100113,41.41199875,41.61299896,41.72100067,42.00500107,42.30699921,42.58300018,42.9109993,43.17900085,43.18999863,43.38700104,43.68099976,43.83399963,43.97000122,44.16199875,44.2519989,44.45600128,44.55699921,44.73799896,44.91600037
"Gambia, The",GMB,"Self-employed, male (% of male employment) (modeled ILO estimate)",SL.EMP.SELF.MA.ZS,70.16100311,69.92099762,69.71499634,69.43399811,69.17700195,68.9260025,68.90200043,68.63400269,68.34999847,68.27600098,68.15599823,67.95500183,67.70300293,67.44999695,67.18699646,67.21299744,66.98600006,66.76200104,66.70500183,66.46499634,66.36399841,66.16300201,65.88600159,65.62200165
"Gambia, The",GMB,"Self-employed, female (% of female employment) (modeled ILO estimate)",SL.EMP.SELF.FE.ZS,86.96499634,86.8219986,86.71700287,86.54799652,86.39199829,86.24099731,86.22499847,86.08399963,85.90799713,85.85500336,85.79499817,85.68399811,85.53500366,85.3769989,85.20899963,85.21700287,85.10299683,84.95899963,84.92900085,84.78800201,84.73200226,84.61399841,84.44000244,84.27100372
"Gambia, The",GMB,"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,1.654000044,1.631000042,1.641000032,1.636999965,1.633999944,1.633000016,1.63499999,1.639999986,1.63499999,1.631000042,1.639000058,1.64199996,1.639000058,1.631999969,1.626000047,1.629999995,1.644000053,1.639999986,1.652999997,1.666000009,1.661999941,1.657999992,1.657999992,1.654999971
"Gambia, The",GMB,"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,1.139000058,1.128000021,1.144000053,1.149999976,1.154000044,1.161999941,1.154000044,1.172999978,1.179999948,1.16900003,1.177999973,1.187999964,1.197000027,1.200999975,1.20599997,1.192999959,1.220999956,1.22300005,1.228999972,1.251000047,1.246999979,1.253000021,1.264000058,1.271000028
"Gambia, The",GMB,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,40.89899826,40.94499969,41.0719986,41.09700012,41.15100098,41.15999985,41.00699997,41.10900116,41.1590004,41.23500061,41.4679985,41.66799927,41.8409996,41.83399963,41.9679985,42.06100082,42.36500168,42.08100128,41.84199905,41.6609993,41.5340004,41.48400116,41.27500153,41.23300171
"Gambia, The",GMB,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,30.43600082,30.46800041,30.57500076,30.61400032,30.6760006,30.64900017,30.52799988,30.56699944,30.66900063,30.70899963,30.82600021,30.99399948,31.09900093,30.90399933,30.90999985,30.88299942,30.97599983,30.9279995,30.83499908,30.8010006,30.78300095,30.7689991,30.76000023,30.75
"Gambia, The",GMB,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,29.53199959,29.40699959,29.09600067,28.76499939,28.35199928,27.89999962,28.17700005,27.73500061,27.25499916,27.43099976,27.12800026,26.78300095,26.49799919,26.04100037,25.62599945,25.70299911,25.23900032,24.81999969,24.76300049,24.28199959,24.32299995,23.89299965,23.33300018,22.86199951
"Gambia, The",GMB,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,48.94499969,48.3030014,47.82500076,46.93299866,46.10300064,45.1609993,45.21699905,44.12900162,43.00600052,42.74399948,42.39699936,41.68600082,40.63499832,39.58800125,38.52099991,38.77799988,37.88499832,37.05599976,36.88999939,35.96900177,35.52600098,34.73699951,33.75400162,32.88899994
"Gambia, The",GMB,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,92.75,,,,
"Gambia, The",GMB,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,97.29,,,,
Guinea-Bissau,GNB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.936000109,2.907000065,2.954999924,2.888000011,2.960999966,2.921000004,2.980000019,2.967000008,2.930000067,2.877000093,2.78399992,2.681999922,2.653000116,2.849999905,2.894999981,2.897000074,2.934000015,2.90899992,2.865999937,2.83100009,2.805000067,2.74000001,2.671999931,2.700000048
Guinea-Bissau,GNB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.378999949,2.388999939,2.325999975,2.483999968,2.368999958,2.407999992,2.433000088,2.457000017,2.413000107,2.364000082,2.244999886,2.170000076,2.138999939,2.344000101,2.398000002,2.398999929,2.378000021,2.431999922,2.384000063,2.357000113,2.303999901,2.239000082,2.181999922,2.210000038
Guinea-Bissau,GNB,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,4.561999798,4.501999855,4.663000107,4.458000183,4.592999935,4.541999817,4.651000023,4.636000156,4.577000141,4.500999928,4.368000031,4.217999935,4.183000088,4.500999928,4.578000069,4.573999882,4.681000233,4.640999794,4.592999935,4.524000168,4.486999989,4.394000053,4.308000088,4.361999989
Guinea-Bissau,GNB,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,3.599999905,3.578000069,3.680999994,3.635999918,3.594000101,3.627000093,3.703000069,3.723999977,3.642999887,3.559000015,3.40199995,3.279999971,3.240999937,3.565999985,3.648000002,3.627000093,3.698999882,3.737999916,3.690999985,3.608999968,3.536000013,3.444000006,3.378000021,3.430999994
Guinea-Bissau,GNB,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.08652243,47.13848921,47.15859215,47.2534901,47.36414887,47.44669085,47.54589628,47.66347269,47.7890093,47.91001556,47.95745273,47.99161731,48.01052617,48.01904088,48.02330783,47.99313215,47.95421342,47.92830095,47.89774484,47.87607565,47.83426036,47.79961463,47.7730007,47.73789098
Guinea-Bissau,GNB,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,81.45800018,81.15699768,81.25900269,80.9260025,80.56800079,80.32700348,80.13200378,79.91600037,79.66300201,79.38600159,79.24199677,79.07800293,78.92500305,78.8010025,78.7009964,78.69300079,78.79299927,78.8219986,78.86399841,78.81800079,78.80500031,78.7519989,78.67900085,78.65299988
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,64.69499969,64.59500122,64.72499847,64.68299866,64.63400269,64.64299774,64.68299866,64.72599792,64.76300049,64.7990036,64.84100342,64.88999939,64.9509964,65.02500153,65.10600281,65.16300201,65.28700256,65.39099884,65.5039978,65.58300018,65.63600159,65.69000244,65.7539978,65.83499908
Guinea-Bissau,GNB,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,,,,,59.8,,,,,,36.4,,,,,,,,22.66667129,,,,,
Guinea-Bissau,GNB,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,,,,,67.7,,,,,,36.5,,,,,,,,25.85707278,,,,,
Guinea-Bissau,GNB,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,,,,,40.2,,,,,,63.6,,,,,,,,77.33332871,,,,,
Guinea-Bissau,GNB,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,,,,,32.3,,,,,,63.5,,,,,,,,74.14292722,,,,,
Guinea-Bissau,GNB,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,,,,,67.4,,,,,,52.8,,,,,,,,65.34952483,,,,,
Guinea-Bissau,GNB,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,,,,,67.5,,,,,,48.1,,,,,,,,62.45933388,,,,,
Guinea-Bissau,GNB,"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,20.5529995,20.86800003,20.86599922,20.93400002,21.17700005,21.48200035,21.42700005,21.5890007,21.7859993,21.91799927,22.1760006,22.34399986,22.40200043,22.68600082,22.83799934,23.11700058,23.17300034,23.46899986,23.74300003,23.75300026,24.02199936,24.13599968,24.36400032,24.59799957
Guinea-Bissau,GNB,"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,16.27400017,16.55400085,16.40299988,16.66799927,17.07799911,17.37700081,17.62100029,17.88100052,18.27599907,18.72699928,19.07500076,19.48900032,19.89299965,20.29199982,20.76300049,21.35400009,21.59199905,21.98399925,22.3220005,22.97599983,23.53899956,24.1420002,24.6609993,25.14299965
Guinea-Bissau,GNB,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,11.48099995,11.61699963,10.76599979,10.59700012,10.59000015,10.51099968,10.27900028,10.13399982,9.987000465,9.925999641,9.826999664,9.758000374,9.684000015,9.640000343,9.642999649,9.769000053,9.508000374,9.50399971,9.37100029,9.378000259,9.477999687,9.571000099,9.569000244,9.597000122
Guinea-Bissau,GNB,"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,5.903999805,5.859000206,5.488999844,5.390999794,5.301000118,5.144999981,5.03000021,4.901000023,4.806000233,4.755000114,4.644000053,4.56400013,4.543000221,4.454999924,4.421999931,4.43599987,4.326000214,4.261000156,4.15199995,4.184000015,4.197999954,4.222000122,4.196000099,4.177999973
Guinea-Bissau,GNB,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,18.58600044,18.41600037,18.88800049,18.17900085,18.38999939,18.2670002,18.2310009,18.09799957,17.96500015,17.85700035,17.80699921,17.70499992,17.61899948,17.52700043,17.41600037,17.26399994,17.34600067,17.1439991,17.07500076,16.87400055,16.76199913,16.65099907,16.56999969,16.4279995
Guinea-Bissau,GNB,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,34.47399902,34.29700089,34.22499847,34.80799866,34.37200165,34.31200027,34.12799835,34.04399872,33.9659996,33.86199951,33.68299866,33.56499863,33.41899872,33.27399826,33.13999939,33.01900101,32.6780014,32.61399841,32.39899826,32.30699921,32.08800125,31.85000038,31.59000015,31.37999916
Guinea-Bissau,GNB,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",SL.EMP.WORK.MA.ZS,28.19400024,28.36899948,27.47299957,27.60300064,27.72100067,27.79700089,27.79100037,27.84199905,27.95599937,28.10400009,28.19300079,28.31399918,28.43300056,28.56200027,28.72699928,28.9810009,28.96899986,29.12400055,29.2140007,29.45800018,29.69300079,29.92700005,30.11400032,30.32600021
Guinea-Bissau,GNB,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",SL.EMP.WORK.FE.ZS,13.20199966,13.33100033,12.81799984,12.73099995,12.89999962,12.9460001,12.96700001,12.99699974,13.06400013,13.1619997,13.23799992,13.31999969,13.40699959,13.49800014,13.6079998,13.77000046,13.81799984,13.89700031,13.97200012,14.11200047,14.28100014,14.45100021,14.59399986,14.73999977
Guinea-Bissau,GNB,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",SL.EMP.VULN.MA.ZS,69.8599987,69.65800095,70.55099869,70.38100052,70.30199814,70.22400093,70.22200203,70.1609993,70.05500031,69.91499901,69.83099747,69.71499825,69.59399796,69.46699905,69.30400085,69.05500031,69.06800079,68.89999962,68.80900192,68.57099915,68.33500099,68.10000038,67.91500092,67.6989994
Guinea-Bissau,GNB,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",SL.EMP.VULN.FE.ZS,86.10599899,85.95899963,86.50299835,86.56699753,86.40999985,86.35900116,86.33599854,86.29999924,86.23199844,86.13299942,86.05599976,85.97200012,85.88100052,85.78699875,85.67300034,85.50400162,85.4600029,85.37099838,85.29399872,85.14899826,84.97400284,84.79800224,84.65100098,84.49799919
